Prefix,Exact,DXCC,CQZ,ITUZ,Cont,Lat,Lon,ValidFrom,ValidTo
GB2FFR,1,294,14,0,,,,1988-04-30T00:00:00+00:00,1988-05-02T23:59:59+00:00
GB4HI,1,294,14,0,,,,2008-10-24T00:00:00+00:00,2008-10-31T23:59:59+00:00
GR5OY,1,294,14,0,,,,1995-08-15T00:00:00+00:00,1995-08-15T23:59:59+00:00
GB5OY,1,294,14,0,,,,1995-08-15T00:00:00+00:00,1995-08-15T23:59:59+00:00
GB4HFH,1,294,14,0,,,,2010-06-21T00:00:00+00:00,2010-07-28T23:59:59+00:00
GB75PW,1,294,14,0,,,,2007-08-07T00:00:00+00:00,2007-08-07T23:59:59+00:00
GB0SRW,1,294,14,0,,,,1999-10-09T00:00:00+00:00,1999-10-10T23:59:59+00:00
GB2VAL,1,294,14,0,,,,1990-10-20T00:00:00+00:00,1990-10-21T23:59:59+00:00
GB4LSG,1,294,14,0,,,,1996-10-19T00:00:00+00:00,
GB0SPS,1,294,14,0,,,,1997-10-17T00:00:00+00:00,
GB8BC,1,294,14,0,,,,1987-04-25T00:00:00+00:00,1987-04-26T23:59:59+00:00
GB4SLH,1,294,14,0,,,,1985-07-27T00:00:00+00:00,1985-07-28T23:59:59+00:00
GB4RAF,1,294,14,0,,,,1986-09-11T00:00:00+00:00,1986-09-14T23:59:59+00:00
GB4RAF,1,294,14,0,,,,1991-08-17T00:00:00+00:00,1991-08-18T23:59:59+00:00
GB4RAF,1,294,14,0,,,,1988-06-18T00:00:00+00:00,1988-06-20T23:59:59+00:00
GB0CVA,1,294,14,0,,,,2002-06-15T00:00:00+00:00,2002-06-16T23:59:59+00:00
GB2GGM,1,294,14,0,,,,1996-05-11T00:00:00+00:00,
GB4MDI,1,294,14,0,,,,1990-04-20T00:00:00+00:00,
GB6BLB,1,294,14,0,,,,2009-01-24T00:00:00+00:00,
GB6GW,1,294,14,0,,,,2007-04-01T00:00:00+00:00,2007-12-31T23:59:59+00:00
GB0GCR,1,294,14,0,,,,1999-04-10T00:00:00+00:00,1999-04-11T23:59:59+00:00
GB4FUN,1,294,14,0,,,,2002-03-13T00:00:00+00:00,2002-03-13T23:59:59+00:00
GB4NPL,1,294,14,0,,,,2010-08-21T00:00:00+00:00,
GB90RSGB/62,1,294,14,0,,,,2003-07-26T00:00:00+00:00,2003-07-27T23:59:59+00:00
GB90RSGB/72,1,294,14,0,,,,2003-07-26T00:00:00+00:00,2003-07-27T23:59:59+00:00
GB250TT,1,294,14,0,,,,2007-08-08T00:00:00+00:00,2007-08-09T23:59:59+00:00
GB2ANG,1,294,14,0,,,,2005-01-18T00:00:00+00:00,2005-01-31T23:59:59+00:00
GB4HMD,1,294,14,0,,,,1994-04-23T00:00:00+00:00,
GB4HLB,1,294,14,0,,,,2004-11-20T00:00:00+00:00,
GB2TD,1,294,14,0,,,,1998-08-22T00:00:00+00:00,
GB2STW,1,294,14,0,,,,1996-08-16T00:00:00+00:00,1996-08-18T23:59:59+00:00
GB4BPR,1,294,14,0,,,,2000-09-30T00:00:00+00:00,
GB100CGG,1,294,14,0,,,,,
GB2OC,1,294,14,0,,,,1983-07-17T00:00:00+00:00,1983-07-24T23:59:59+00:00
GB4AC,1,294,14,0,,,,1983-07-17T00:00:00+00:00,1983-07-24T23:59:59+00:00
GB0PEM,1,294,14,0,,,,1997-05-10T00:00:00+00:00,2003-05-11T23:59:59+00:00
GB2MWL,1,294,14,0,,,,1999-05-08T00:00:00+00:00,
GB60BBC,1,294,14,0,,,,1996-10-12T00:00:00+00:00,1996-10-14T23:59:59+00:00
GB4FUN,1,294,14,0,,,,2003-03-09T00:00:00+00:00,2003-03-09T23:59:59+00:00
GB4FUN,1,294,14,0,,,,2003-03-29T00:00:00+00:00,2003-03-29T23:59:59+00:00
GB4FUN,1,294,14,0,,,,2003-03-12T00:00:00+00:00,2003-03-14T23:59:59+00:00
GB2HDG,1,294,14,0,,,,2005-02-19T00:00:00+00:00,
GB2WDS,1,294,14,0,,,,2001-10-20T00:00:00+00:00,2001-10-21T23:59:59+00:00
GB4FUN,1,294,14,0,,,,2003-09-29T00:00:00+00:00,2003-10-04T23:59:59+00:00
GB4MJS,1,294,14,0,,,,2004-03-12T00:00:00+00:00,
GB1WSM,1,294,14,0,,,,2004-06-19T00:00:00+00:00,2004-06-20T23:59:59+00:00
GB2RTB,1,294,14,0,,,,2004-06-26T00:00:00+00:00,
GB1PFW,1,294,14,0,,,,,
GB2PFW,1,294,14,0,,,,,
GB4PFW,1,294,14,0,,,,,
GB0PFW,1,294,14,0,,,,,
GB2GOL,1,294,14,0,,,,2004-08-20T00:00:00+00:00,
GB1PLL,1,294,14,0,,,,2004-08-21T00:00:00+00:00,
GB4BEA,1,294,14,0,,,,1996-05-18T00:00:00+00:00,1996-06-30T23:59:59+00:00
GB2EUB,1,294,14,0,,,,1986-05-25T00:00:00+00:00,1986-05-31T23:59:59+00:00
GB2VK,1,294,14,0,,,,1993-09-22T00:00:00+00:00,
GB4FUN,1,294,14,0,,,,2002-07-02T00:00:00+00:00,2002-07-02T23:59:59+00:00
GB4HRC,1,294,14,0,,,,2002-09-13T00:00:00+00:00,2002-10-12T23:59:59+00:00
GB6PLB,1,294,14,0,,,,2010-01-23T00:00:00+00:00,
GB3NEW,1,294,14,0,,,,1968-08-05T00:00:00+00:00,1968-08-10T23:59:59+00:00
GB5MD,1,294,14,0,,,,1996-04-20T00:00:00+00:00,
GB2GW,1,294,14,0,,,,1970-08-02T00:00:00+00:00,1970-08-07T23:59:59+00:00
GB2YOC,1,294,14,0,,,,1983-07-23T00:00:00+00:00,1983-07-24T23:59:59+00:00
GB2SCD,1,294,14,0,,,,2011-03-16T00:00:00+00:00,
GB2SCP,1,294,14,0,,,,2011-03-16T00:00:00+00:00,
GB2COB,1,294,14,0,,,,2011-04-28T00:00:00+00:00,
GR4BLE,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR3SFC,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR0TKX,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR4BKG,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR3UOF,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0LAO,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR3YLO,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R3SFC,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0CDY,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR7VQD,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0BRR,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0CDZ,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0CSS,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0CVE,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0DRB,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0IDT,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0OJA,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0PHP,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0PJP,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0REX,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0RWF,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0TRR,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0TYG,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0XTP,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
2R0YKK,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR0ANA,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR0DIV,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR0DSP,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR0HUS,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR0JEQ,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR0MYY,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR0NPL,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR0PSV,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR0RYT,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR0SYN,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR0VKW,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR0WGK,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR1FJI,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR1LFX,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR1LHV,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR1SGG,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR1MCD,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR1WVY,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR3SB,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR3TKH,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR3XJQ,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR4CQZ,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR4GNY,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR4GTI,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR4JUN,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR4JUW,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR4OGO,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR4SUE,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR4XXJ,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR4ZOM,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR5PH,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR6NKG,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR6SIX,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR6STK,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR6UKO,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR6ZDH,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR7AAV,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR7HOC,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR7NAU,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR7TKZ,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR7UNV,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR8BQK,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR8IQC,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR8OGI,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR8TRO,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0YAD,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0AQZ,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0BXJ,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0CVT,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0GUK,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0GXE,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0JGE,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0LDJ,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0MAU,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0RLD,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0TTR,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0TTU,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0ZAP,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR1EAA,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR1LCR,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR1MDH,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR3AVB,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR3AVC,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR3NYR,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR3OBL,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR3UFN,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR3XZP,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR3YKL,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR3YVO,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR5HOC,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR6ADZ,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR6KDA,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR6VHF,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR6YDP,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR0IDX,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GB2PS,1,294,14,0,,,,1982-07-25T00:00:00+00:00,1982-07-30T23:59:59+00:00
MR3SET/P,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR1MAJ/P,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
MR3ZCB/P,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GR4VSS/P,1,294,14,0,,,,2011-04-28T00:00:00+00:00,2011-05-09T23:59:59+00:00
GB2SFW,1,294,14,0,,,,1964-11-30T00:00:00+00:00,1964-12-04T23:59:59+00:00
GB2EGC,1,294,14,0,,,,1971-07-31T00:00:00+00:00,
GB2SJC,1,294,14,0,,,,1969-07-29T00:00:00+00:00,1969-08-09T23:59:59+00:00
GB3FI,1,294,14,0,,,,1969-05-10T00:00:00+00:00,1979-07-31T23:59:59+00:00
GB2SLA,1,294,14,0,,,,2011-08-20T00:00:00+00:00,
GB2TI,1,294,14,0,,,,1984-09-08T00:00:00+00:00,1984-09-30T23:59:59+00:00
GB4RAF,1,294,14,0,,,,1985-09-14T00:00:00+00:00,1985-09-14T23:59:59+00:00
GB3BCT,1,294,14,0,,,,1972-09-10T00:00:00+00:00,1972-09-16T23:59:59+00:00
GB1CDS,1,294,14,0,,,,2011-10-15T00:00:00+00:00,
GB0RS,1,294,14,0,,,,2011-09-15T00:00:00+00:00,
GB50RSARS,1,294,14,0,,,,2011-12-19T00:00:00+00:00,2012-01-15T23:59:59+00:00
2O12W,1,294,14,0,,,,2012-07-12T00:00:00+00:00,2012-09-09T23:59:59+00:00
GQ4BKG,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GO4BKG,1,294,14,0,,,,2012-07-20T00:00:00+00:00,2012-09-09T23:59:59+00:00
GB1OOC,1,294,14,0,,,,2012-04-01T00:00:00+00:00,2012-04-28T23:59:59+00:00
GB10SOTA,1,294,14,0,,,,2012-06-18T00:00:00+00:00,2012-07-15T23:59:59+00:00
GQ6NKG,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
M2000Y/97A,1,294,14,0,,,,2000-01-01T00:00:00+00:00,2000-12-31T23:59:59+00:00
GQ1IOT,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ3WPH,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ4BLE,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GO4BLE,1,294,14,0,,,,2012-07-20T00:00:00+00:00,2012-09-09T23:59:59+00:00
GB60DITP,1,294,14,0,,,,2012-04-27T00:00:00+00:00,2012-04-27T23:59:59+00:00
GB60ER,1,294,14,0,,,,2012-06-19T00:00:00+00:00,2012-06-24T23:59:59+00:00
GQ0TQM,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0DAA,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ4MVA,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0WDS,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0UPH,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0UPH/P,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ7DWR,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ1CFN,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ1LCR,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ8JOY,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ3ZCB/P,1,294,14,0,,,,2012-05-05T00:00:00+00:00,
GQ0VKW,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0CDY,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0CLJ,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0CVE,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0IDT,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0MKG,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0OJA,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0OTL,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0RWF,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0SVW,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0TRR,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0UAA,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
2Q0VAY,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ4WXM,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ0DIV,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ0NPL,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ0PUP,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ0VSW,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ1FKY,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ1JFV,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ1MVL,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ1NRS,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ1WRV,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ3PLB,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ3UOF,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ3WSU,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ3XJQ,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ4CQZ,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ4EZW,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ4GSH,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ4GTI,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ4JKR,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ4JUN,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ4JUW,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ4NOO,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ4OKT,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ4SUE,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ6ITJ,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ6UKO,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ7SBO,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ7UNV,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ7VJK,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ7VQD,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ7BQK,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ8BQK,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
GQ8OKR,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0OWW,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0AQZ,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0ATI,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0CVT,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0EQL,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0HCX,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0IML,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0LDJ,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0LLK,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0LUK,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0LZZ,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0MAU,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0MUM,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0MWZ,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0PAD,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0SGD,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0TBB,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0TMI,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0TTU,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ0VVO,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ1CFA,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ3GKI,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ3OJA,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ6KLL,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
MQ6MAU,1,294,14,0,,,,2012-05-04T00:00:00+00:00,2012-06-10T23:59:59+00:00
