Prefix,Exact,DXCC,CQZ,ITUZ,Cont,Lat,Lon,ValidFrom,ValidTo
R7AB/P,1,15,16,0,,,,2020-07-16T10:45:00+00:00,2020-07-24T23:59:59+00:00
R7AB/M,1,15,16,0,,,,2020-07-19T00:00:00+00:00,2020-07-19T07:15:59+00:00
RK3AW/M,1,15,16,0,,,,2020-08-06T01:30:00+00:00,2020-08-06T03:44:59+00:00
RD1A/M,1,15,16,0,,,,2020-08-06T03:20:00+00:00,2020-08-06T04:14:59+00:00
R9LY/4,1,15,16,0,,,,2020-08-08T00:00:00+00:00,2020-08-10T23:59:59+00:00
RD1A/M,1,15,16,0,,,,2020-08-06T07:00:00+00:00,2020-08-11T20:19:59+00:00
RK3AW/M,1,15,16,0,,,,2020-08-06T08:00:00+00:00,2020-08-11T23:59:59+00:00
R175JRGO,1,15,17,20,,,,2020-09-18T00:00:00+00:00,2020-09-27T23:59:59+00:00
RZ30DX,1,15,19,34,,,,2020-11-16T00:00:00+00:00,2020-11-29T23:59:59+00:00
R30MDXC,1,15,17,0,,,,2020-11-16T00:00:00+00:00,2020-11-29T23:59:59+00:00
RM30DX,1,15,17,0,,,,2020-11-16T00:00:00+00:00,2020-11-29T23:59:59+00:00
RQ30DX,1,15,18,32,,,,2020-11-16T00:00:00+00:00,2020-11-29T23:59:59+00:00
RX30DX,1,15,19,34,,,,2020-11-16T00:00:00+00:00,2020-11-29T23:59:59+00:00
RY30DX,1,15,17,0,,,,2020-11-16T00:00:00+00:00,2020-11-29T23:59:59+00:00
RN3QOP/4/M,1,15,16,0,,,,2020-10-23T00:00:00+00:00,2020-10-23T23:59:59+00:00
R30EMER,1,15,17,0,,,,2020-11-27T00:00:00+00:00,2020-12-27T23:59:59+00:00
RV1CC/P,1,15,17,0,,,,2020-12-08T00:00:00+00:00,2020-12-08T23:59:59+00:00
R30ARCK,1,15,18,33,,,,2021-01-15T00:00:00+00:00,2021-01-25T23:59:59+00:00
RA30KR,1,15,18,31,,,,2021-01-15T00:00:00+00:00,2021-01-25T23:59:59+00:00
RD30KR,1,15,19,34,,,,2021-01-15T00:00:00+00:00,2021-01-25T23:59:59+00:00
RL30KR,1,15,18,31,,,,2021-01-15T00:00:00+00:00,2021-01-25T23:59:59+00:00
RM30KR,1,15,19,34,,,,2021-01-15T00:00:00+00:00,2021-01-25T23:59:59+00:00
RN30KR,1,15,18,31,,,,2021-01-15T00:00:00+00:00,2021-01-25T23:59:59+00:00
RQ30KR,1,15,17,0,,,,2021-01-15T00:00:00+00:00,2021-01-25T23:59:59+00:00
RV30KR,1,15,19,34,,,,2021-01-15T00:00:00+00:00,2021-01-25T23:59:59+00:00
RW30KR,1,15,18,31,,,,2021-01-15T00:00:00+00:00,2021-01-25T23:59:59+00:00
RL21NY,1,15,17,0,,,,2020-12-25T00:00:00+00:00,2021-01-14T23:59:59+00:00
RM21NY,1,15,17,0,,,,2020-12-25T00:00:00+00:00,2021-01-14T23:59:59+00:00
RN21NY,1,15,17,0,,,,2020-12-25T00:00:00+00:00,2021-01-14T23:59:59+00:00
RQ21NY,1,15,18,32,,,,2020-12-25T00:00:00+00:00,2021-01-14T23:59:59+00:00
RX21NY,1,15,19,34,,,,2020-12-25T00:00:00+00:00,2021-01-14T23:59:59+00:00
RZ21NY,1,15,19,34,,,,2020-12-25T00:00:00+00:00,2021-01-14T23:59:59+00:00
R21HNY,1,15,17,0,,,,2020-12-25T00:00:00+00:00,2021-01-14T23:59:59+00:00
RAEM,1,15,18,0,,,,2020-12-27T00:00:00+00:00,2020-12-27T23:59:59+00:00
RJ30KR,1,15,18,31,,,,2021-01-15T00:00:00+00:00,2021-01-25T23:59:59+00:00
RO30KR,1,15,16,0,,,,2021-01-15T00:00:00+00:00,2021-01-25T23:59:59+00:00
UB5O/4,1,15,16,0,,,,2021-01-03T00:00:00+00:00,2021-01-05T23:59:59+00:00
UB5O/4,1,15,16,0,,,,2021-01-08T00:00:00+00:00,2021-01-10T23:59:59+00:00
RG78ML,1,15,17,0,,,,2021-01-15T00:00:00+00:00,2021-01-22T23:59:59+00:00
R115AN,1,15,17,0,,,,2021-02-02T00:00:00+00:00,2021-02-14T23:59:59+00:00
UB5O/M,1,15,18,0,,,,2021-02-04T00:00:00+00:00,2021-02-05T23:59:59+00:00
UB5O/M,1,15,17,0,,,,2021-02-06T00:00:00+00:00,2021-02-08T05:30:59+00:00
RL60YG,1,15,17,0,,,,2021-04-12T00:00:00+00:00,2021-04-25T23:59:59+00:00
RM60YG,1,15,17,0,,,,2021-04-12T00:00:00+00:00,2021-04-25T23:59:59+00:00
RQ60YG,1,15,18,32,,,,2021-04-12T00:00:00+00:00,2021-04-25T23:59:59+00:00
RX60YG,1,15,19,34,,,,2021-04-12T00:00:00+00:00,2021-04-25T23:59:59+00:00
RY60YG,1,15,17,0,,,,2021-04-12T00:00:00+00:00,2021-04-25T23:59:59+00:00
RZ60YG,1,15,19,34,,,,2021-04-12T00:00:00+00:00,2021-04-25T23:59:59+00:00
RP76AZ,1,15,17,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76DG,1,15,19,34,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76DT,1,15,17,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76GB,1,15,17,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76GI,1,15,16,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76GS,1,15,17,20,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76H,1,15,19,34,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76J,1,15,17,20,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76KM,1,15,18,31,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76KUF,1,15,18,31,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76MMK,1,15,17,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76MP,1,15,18,31,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76MVI,1,15,17,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76OIA,1,15,17,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76OSR,1,15,18,22,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76P,1,15,17,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76PAW,1,15,17,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76RGA,1,15,17,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76SF,1,15,17,20,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76TG,1,15,17,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76U,1,15,17,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76UF,1,15,16,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76UR,1,15,17,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76V,1,15,19,34,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76WAO,1,15,16,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76WU,1,15,16,0,,,,2021-05-02T00:00:00+00:00,2021-05-09T14:59:59+00:00
RP76AB,1,15,18,32,,,,2021-05-01T00:00:00+00:00,2021-05-09T14:59:59+00:00
R103PS,1,15,17,0,,,,2021-05-24T00:00:00+00:00,2021-06-06T23:59:59+00:00
UB5O/M,1,15,17,0,,,,2021-05-23T19:00:00+00:00,2021-05-23T23:59:59+00:00
R5QA/M,1,15,17,0,,,,2021-05-23T00:00:00+00:00,2021-05-28T23:59:59+00:00
RU21RU,1,15,17,0,,,,2021-06-07T00:00:00+00:00,2021-06-13T23:59:59+00:00
UG4I/P,1,15,16,0,,,,2021-06-13T00:00:00+00:00,2021-06-13T23:59:59+00:00
UB5O/M,1,15,17,0,,,,2021-05-26T19:00:00+00:00,2021-06-23T23:59:59+00:00
RA8JA/4/P,1,15,16,0,,,,2021-07-10T00:00:00+00:00,2021-07-10T23:59:59+00:00
R7AB/M,1,15,16,0,,,,2021-07-11T08:00:00+00:00,2021-07-21T00:00:59+00:00
R7AB/P,1,15,16,0,,,,2021-07-11T08:00:00+00:00,2021-07-21T08:00:59+00:00
R5QA/M,1,15,18,0,,,,2021-07-10T00:00:00+00:00,2021-07-10T23:59:59+00:00
R5QA/M,1,15,18,0,,,,2021-07-15T00:00:00+00:00,2021-07-17T23:59:59+00:00
R390I,1,15,17,0,,,,2021-08-01T00:00:00+00:00,2021-08-16T23:59:59+00:00
R5QA/M,1,15,18,0,,,,2021-08-06T00:00:00+00:00,2021-08-06T23:59:59+00:00
R5QA/M,1,15,18,0,,,,2021-07-19T00:00:00+00:00,2021-07-20T23:59:59+00:00
R5QA/M,1,15,18,0,,,,2021-07-28T00:00:00+00:00,2021-07-30T23:59:59+00:00
R5QA/M,1,15,16,0,,,,2021-08-10T00:00:00+00:00,2021-08-12T23:59:59+00:00
UB5O/M,1,15,19,0,,,,2021-07-06T19:00:00+00:00,2021-08-12T23:59:59+00:00
RA/IK7YTT,1,15,19,34,,,,2021-08-20T00:00:00+00:00,2021-08-20T23:59:59+00:00
RV1CC/1,1,15,17,0,,,,2021-09-04T00:00:00+00:00,2021-09-05T23:59:59+00:00
RV1CC/M,1,15,17,0,,,,2021-09-04T04:00:00+00:00,2021-09-05T15:59:59+00:00
RK60ANT,1,15,18,32,,,,2021-10-01T00:00:00+00:00,2021-12-31T23:59:59+00:00
RL60ANT,1,15,19,34,,,,2021-10-01T00:00:00+00:00,2021-12-31T23:59:59+00:00
RT60ANT,1,15,17,0,,,,2021-10-01T00:00:00+00:00,2021-12-31T23:59:59+00:00
R325TF,1,15,19,34,,,,2021-10-31T00:00:00+00:00,2021-11-30T23:59:59+00:00
R325F,1,15,19,34,,,,2021-10-31T00:00:00+00:00,2021-11-30T23:59:59+00:00
RL22NY,1,15,17,0,,,,2021-12-25T00:00:00+00:00,2022-01-14T23:59:59+00:00
RM22NY,1,15,17,0,,,,2021-12-25T00:00:00+00:00,2022-01-14T23:59:59+00:00
RQ22NY,1,15,18,32,,,,2021-12-25T00:00:00+00:00,2022-01-14T23:59:59+00:00
RX22NY,1,15,19,34,,,,2021-12-25T00:00:00+00:00,2022-01-14T23:59:59+00:00
RY22NY,1,15,17,0,,,,2021-12-25T00:00:00+00:00,2022-01-14T23:59:59+00:00
R104FSB,1,15,17,0,,,,2021-12-13T00:00:00+00:00,2021-12-31T23:59:59+00:00
RAEM,1,15,18,0,,,,2021-12-26T00:00:00+00:00,2021-12-26T23:59:59+00:00
RA/DD7QJ,1,15,18,31,,,,2022-01-29T00:00:00+00:00,
R50NDM,1,15,17,20,,,,2022-03-02T00:00:00+00:00,2022-05-31T23:59:59+00:00
R100Q,1,15,19,23,,,,2022-04-01T00:00:00+00:00,2022-04-22T23:59:59+00:00
R100YA,1,15,19,23,,,,2022-04-01T00:00:00+00:00,2022-04-22T23:59:59+00:00
R150WS,1,15,18,32,,,,2022-03-19T00:00:00+00:00,2022-03-23T23:59:59+00:00
R50JNV,1,15,17,20,,,,2022-03-19T00:00:00+00:00,2022-03-26T23:59:59+00:00
RL30FO,1,15,17,0,,,,2022-04-02T00:00:00+00:00,2022-04-17T23:59:59+00:00
RP77AAP,1,15,16,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77AB,1,15,18,32,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77AZ,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77BD,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77DG,1,15,19,34,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77DT,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77GB,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77GI,1,15,16,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77GK,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77GS,1,15,17,20,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77H,1,15,19,34,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77J,1,15,17,20,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77KAS,1,15,18,31,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77KR,1,15,18,31,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77LL,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77MP,1,15,18,31,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77MVI,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77NIK,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77P,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77PC,1,15,18,31,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77RGA,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77SD,1,15,19,34,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77SSD,1,15,18,31,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77TG,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77TS,1,15,16,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77TT,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77TZ,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77U,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77UF,1,15,16,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77UK,1,15,18,31,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77UR,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77V,1,15,19,34,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77WAO,1,15,16,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77WU,1,15,16,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77YT,1,15,17,0,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77ZAM,1,15,17,20,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
RP77KM,1,15,18,31,,,,2022-05-02T00:00:00+00:00,2022-05-09T14:59:59+00:00
R4PBF/M,1,15,17,0,,,,2022-05-16T00:00:00+00:00,2022-05-16T23:59:59+00:00
R18UGRA,1,15,17,0,,,,2021-05-20T00:00:00+00:00,2021-06-06T23:59:59+00:00
R350S,1,15,17,0,,,,2022-05-30T00:00:00+00:00,2022-06-30T23:59:59+00:00
RW20LH,1,15,19,34,,,,2022-06-10T00:00:00+00:00,2022-08-31T23:59:59+00:00
RL20LH,1,15,19,34,,,,2022-06-13T00:00:00+00:00,2022-08-31T23:59:59+00:00
RA4M/P,1,15,16,0,,,,2022-07-04T00:00:00+00:00,2022-07-04T23:59:59+00:00
RA8JA/4/P,1,15,16,0,,,,2022-07-08T00:00:00+00:00,2022-07-09T23:59:59+00:00
RA/DK2AI/M,1,15,19,23,,,,2022-07-08T11:03:00+00:00,
UB5O/M,1,15,18,0,,,,2022-07-12T19:00:00+00:00,2022-07-12T23:59:59+00:00
RO9L/4,1,15,16,0,,,,2022-07-16T00:00:00+00:00,2022-07-18T23:59:59+00:00
R3YAB/9/P,1,15,23,32,,,,2022-07-19T00:00:00+00:00,2022-07-26T23:59:59+00:00
R300NT,1,15,17,0,,,,2022-08-01T00:00:00+00:00,2022-09-01T23:59:59+00:00
RD20LH,1,15,19,24,,,,2022-07-28T00:00:00+00:00,2022-07-28T23:59:59+00:00
R5QA/M,1,15,19,0,,,,2022-08-10T00:00:00+00:00,2022-08-10T23:59:59+00:00
R7AB/P,1,15,16,0,,,,2022-08-01T08:00:00+00:00,2022-08-02T08:00:59+00:00
R7AB/P,1,15,18,0,,,,2022-08-06T08:00:00+00:00,
UA9CTT/M,1,15,16,0,,,,2022-08-18T00:00:00+00:00,2022-08-18T23:59:59+00:00
UA9CDC/M,1,15,16,0,,,,2022-08-18T00:00:00+00:00,2022-08-18T23:59:59+00:00
RA75AA,1,15,17,0,,,,2022-09-01T00:00:00+00:00,2022-09-15T23:59:59+00:00
R150AV,1,15,19,34,,,,2022-09-01T00:00:00+00:00,2022-11-01T23:59:59+00:00
RA/DK2AI,1,15,19,34,,,,2022-09-02T00:00:00+00:00,
RA/DK2AI,1,15,19,34,,,,2022-07-29T00:00:00+00:00,2022-08-21T23:59:59+00:00
RA9FEU/M,1,15,17,0,,,,2022-09-06T00:00:00+00:00,2022-09-06T23:59:59+00:00
R700SSR,1,15,18,32,,,,2022-10-15T00:00:00+00:00,2022-12-31T23:59:59+00:00
RQ9F/M,1,15,17,0,,,,2022-09-20T00:00:00+00:00,2022-09-21T23:59:59+00:00
RQ5A/M,1,15,18,0,,,,2022-10-01T00:00:00+00:00,2022-10-02T23:59:59+00:00
R5QA/M,1,15,18,0,,,,2022-10-01T00:00:00+00:00,2022-10-02T23:59:59+00:00
R19UGRA,1,15,17,20,,,,2022-05-27T00:00:00+00:00,2022-06-10T23:59:59+00:00
UA4FMQ/P,1,15,17,0,,,,2021-11-26T00:00:00+00:00,2021-11-26T23:59:59+00:00
UA4FMQ/P,1,15,18,0,,,,2022-11-07T00:00:00+00:00,2022-11-07T23:59:59+00:00
UB5O/M,1,15,19,0,,,,2022-07-18T19:00:00+00:00,2022-10-04T23:59:59+00:00
UA4FMQ/P,1,15,19,0,,,,2022-11-24T00:00:00+00:00,2022-11-25T23:59:59+00:00
R105FSB,1,15,18,32,,,,2022-12-19T00:00:00+00:00,2022-12-31T23:59:59+00:00
RAEM,1,15,18,0,,,,2022-12-25T00:00:00+00:00,2022-12-25T23:59:59+00:00
R150SU,1,15,16,0,,,,2023-02-01T00:00:00+00:00,2023-02-13T23:59:59+00:00
R195JV,1,15,19,34,,,,2023-02-08T00:00:00+00:00,2023-02-23T23:59:59+00:00
RQ9F/M,1,15,17,0,,,,2023-02-24T00:00:00+00:00,2023-02-27T23:59:59+00:00
RP78AAP,1,15,16,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78AB,1,15,18,32,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78AEG,1,15,18,32,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78AZ,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78BD,1,15,23,32,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78DG,1,15,19,34,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78DT,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78GS,1,15,17,20,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78H,1,15,19,34,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78J,1,15,17,20,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78KIW,1,15,17,20,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78KM,1,15,18,31,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78KR,1,15,18,31,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78MA,1,15,18,31,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78MC,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78MMK,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78MP,1,15,18,31,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78NIK,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78P,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78PAW,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78RGA,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78SDD,1,15,18,31,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78SF,1,15,17,20,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78SNI,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78TG,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78TOF,1,15,18,31,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78TT,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78U,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78UF,1,15,16,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78UR,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78YT,1,15,17,0,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78ZAM,1,15,17,20,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
R2023BA,1,15,17,20,,,,2023-04-03T00:00:00+00:00,
RP78V,1,15,19,34,,,,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
UG4I/P,1,15,16,0,,,,2023-04-23T00:00:00+00:00,2023-04-23T23:59:59+00:00
UA4HAZ/P,1,15,16,0,,,,2023-04-23T00:00:00+00:00,2023-04-24T23:59:59+00:00
UA4FMQ/P,1,15,16,0,,,,2023-05-03T00:00:00+00:00,2023-05-04T23:59:59+00:00
R105SPW,1,15,18,31,,,,2023-05-20T00:00:00+00:00,2023-05-28T23:59:59+00:00
R105VAM,1,15,16,0,,,,2023-05-20T00:00:00+00:00,2023-05-28T23:59:59+00:00
R20UGRA,1,15,17,20,,,,2023-05-27T00:00:00+00:00,2023-06-04T23:59:59+00:00
RU5D/M,1,15,16,0,,,,2023-05-11T00:00:00+00:00,2023-05-11T05:30:59+00:00
RV30RR,1,15,19,34,,,,2023-07-01T00:00:00+00:00,2023-07-31T23:59:59+00:00
RW30RR,1,15,18,32,,,,2023-07-01T00:00:00+00:00,2023-07-31T23:59:59+00:00
RM30RR,1,15,17,0,,,,2023-06-30T00:00:00+00:00,2023-07-31T23:59:59+00:00
RO30RR,1,15,18,31,,,,2023-06-30T00:00:00+00:00,2023-07-31T23:59:59+00:00
RD30RR,1,15,19,33,,,,2023-06-30T00:00:00+00:00,2023-07-31T23:59:59+00:00
R2EA/M,1,15,17,0,,,,2023-07-18T00:00:00+00:00,2023-07-18T23:59:59+00:00
R2EA/M,1,15,16,0,,,,2023-07-20T00:00:00+00:00,2023-07-20T23:59:59+00:00
RN3QOP/4,1,15,16,0,,,,2023-07-23T00:00:00+00:00,2023-07-27T23:59:59+00:00
R20RMP,1,15,19,34,,,,2023-08-15T00:00:00+00:00,2023-08-30T23:59:59+00:00
UF8F/0,1,15,18,32,,,,2023-08-12T00:00:00+00:00,2023-08-13T23:59:59+00:00
R8JAJ/4,1,15,16,0,,,,2019-08-05T00:00:00+00:00,2019-08-24T23:59:59+00:00
R8JAJ/4,1,15,16,0,,,,2023-08-06T00:00:00+00:00,2023-08-10T23:59:59+00:00
R8JAJ/M,1,15,16,20,,,,2023-08-13T00:00:00+00:00,2023-08-14T23:59:59+00:00
R300EKB,1,15,17,0,,,,2023-08-18T00:00:00+00:00,2023-08-31T23:59:59+00:00
RN1B/4,1,15,16,0,,,,2023-08-23T00:00:00+00:00,2023-08-23T23:59:59+00:00
R2EC/M,1,15,18,32,,,,2023-08-07T00:00:00+00:00,2023-08-13T23:59:59+00:00
R2EC/9,1,15,18,32,,,,2023-08-07T00:00:00+00:00,2023-08-13T23:59:59+00:00
UA4HAZ/P,1,15,16,0,,,,2023-08-18T00:00:00+00:00,2023-08-20T23:59:59+00:00
R5QA/P,1,15,23,32,,,,2021-06-12T00:00:00+00:00,2021-06-12T23:59:59+00:00
R5QA/P,1,15,23,32,,,,2021-06-14T00:00:00+00:00,2021-06-14T23:59:59+00:00
R5QA/P,1,15,23,32,,,,2022-05-14T00:00:00+00:00,2022-05-14T23:59:59+00:00
R5QA/P,1,15,23,32,,,,2023-08-27T00:00:00+00:00,2023-08-27T23:59:59+00:00
UA0DAR/P,1,15,19,23,,,,2023-08-12T00:00:00+00:00,2023-08-27T23:59:59+00:00
UB5O/P,1,15,17,0,,,,2023-08-19T00:00:00+00:00,2023-08-22T23:59:59+00:00
RQ1A,1,15,18,0,,,,2020-04-12T00:00:00+00:00,2023-04-16T23:59:59+00:00
R5QA/M,1,15,18,0,,,,2023-09-30T07:45:00+00:00,2023-09-30T07:59:59+00:00
RN3QOP/4,1,15,16,0,,,,2023-09-30T00:00:00+00:00,2023-10-01T23:59:59+00:00
UA4FMQ/P,1,15,17,0,,,,2023-10-03T00:00:00+00:00,2023-10-03T23:59:59+00:00
UB5O/M,1,15,18,0,,,,2023-08-21T00:00:00+00:00,2023-09-02T23:59:59+00:00
R7AB/M,1,15,16,0,,,,2022-08-01T06:45:00+00:00,2022-08-31T13:32:59+00:00
UB5O/M,1,15,17,0,,,,2023-10-02T00:00:00+00:00,2023-10-05T23:59:59+00:00
UB5O/M,1,15,17,0,,,,2023-10-02T00:00:00+00:00,2023-10-05T05:59:59+00:00
R1LK/4,1,15,16,0,,,,2023-11-21T00:00:00+00:00,2024-01-21T23:59:59+00:00
R73YOTA,1,15,17,0,,,,2023-12-12T00:00:00+00:00,2023-12-31T00:00:59+00:00
R120I,1,15,18,31,,,,2023-12-15T00:00:00+00:00,2023-12-26T23:59:59+00:00
R120RAEM,1,15,18,31,,,,2023-12-15T00:00:00+00:00,2023-12-26T23:59:59+00:00
R120S,1,15,17,0,,,,2023-12-15T00:00:00+00:00,2023-12-26T23:59:59+00:00
R120T,1,15,17,0,,,,2023-12-15T00:00:00+00:00,2023-12-26T23:59:59+00:00
R120W,1,15,18,32,,,,2023-12-15T00:00:00+00:00,2023-12-26T23:59:59+00:00
R120T/P,1,15,17,0,,,,2023-12-15T00:00:00+00:00,2023-12-26T23:59:59+00:00
R100SR,1,15,17,20,,,,2023-12-25T00:00:00+00:00,2024-01-10T23:59:59+00:00
RK3AW/M,1,15,16,0,,,,2023-05-10T00:00:00+00:00,2023-05-17T23:59:59+00:00
