1KUNS-PF;;;;;;;
3CAT-1;;;;;;;
3CAT-2;;;;;;;
Aalto-1;;;;;;;
Aalto-2;;;;;;;
AAUSAT-1;;;;;;;
AAUSAT-2;;;;;;;
AAUSAT-3;;;;;;;
AAUSAT-4;;;;;;;
AAUSAT-5;;;;;;;
ACRUX-1;;;;;;;
AENEAS;;;;;;;
AeroCube-2;;;;;;;
AESP14;;;;;;;
AggieSat-4;;;;;;;
AISat;;;;;;;
AISAT-1;;;;;;;
AISAT1;;;;;;;
AIST-1;;;;;;;
AIST-2;;;;;;;
AIST-2D;;;;;;;
AISTECHSAT-2;;;;;;;
AISTECHSAT-3;;;;;;;
ALEXANDER;;;;;;;
Al-Farabi-2;;;;;;;
ALMASat-1;;;;;;;
ALSat-1N;;;;;;;
AMICal-Sat;;;;;;;
AmurSat;;;;;;;
ANDE;;;;;;;
ANDE-2;;;;;;;
ANTELSat;;;;;;;
ANUSAT;;;;;;;
AO-1;;;;;;;
AO-10;;;;;;;
AO-109;;;;;;;
AO-123;;;;;;;
AO-13;;;;;;;
AO-16;;;;;;;
AO-2;;;;;;;
AO-21;;;;;;;
AO-24;;;;;;;
AO-27;;;;;;;
AO-3;;;;;;;
AO-37;;;;;;;
AO-4;;;;;;;
AO-40;;;;;;;
AO-49;;;;;;;
AO-5;;;;;;;
AO-51;;;;;;;
AO-6;;;;;;;
AO-7;;;;;;;
AO-71;;;;;;;
AO-73;;;;;;;
AO-8;;;;;;;
AO-85;;;;;;;
AO-91;;;;;;;
AO-92;;;;;;;
AO-95;;;;;;;
Aoba-VELOX-III;;;;;;;
Aoba-VELOX-IV;;;;;;;
AoXiang-1;;;;;;;
ARC-1;;;;;;;
Arduiqube;;;;;;;
ArduSat-1;;;;;;;
ArduSat-2;;;;;;;
ArduSat-X;;;;;;;
Argus-2;;;;;;;
ARISS;;;;;;;
ARISSat-1;;;;;;;
Armadillo;;;;;;;
ARTSAT1-INVADER;;;;;;;
Astrocast-0.1;;;;;;;
Astrocast-0.2;;;;;;;
Athenoxat-1;;;;;;;
ATL-1;;;;;;;
Atlantis;;;;;;;
AzTechSat-1;;;;;;;
BCCSAT-1;;;;;;;
BeEagleSat;;;;;;;
BEESAT-1;;;;;;;
BEESAT-2;;;;;;;
BEESAT-3;;;;;;;
BEESAT-4;;;;;;;
BEESAT-5;;;;;;;
BEESAT-7;;;;;;;
BEESAT-9;;;;;;;
BELL;;;;;;;
Bevo-2;;;;;;;
BHUTAN-1;;;;;;;
BIRD-B;;;;;;;
BIRD-G;;;;;;;
BIRD-J;;;;;;;
BIRD-JPN;;;;;;;
BIRD-LKA;;;;;;;
BIRD-M;;;;;;;
BIRD-MY;;;;;;;
BIRD-N;;;;;;;
BIRD-PH;;;;;;;
BIRDS-4;;;;;;;
BIROS;;;;;;;
BisonSat;;;;;;;
Black Knight-1;;;;;;;
BO-102;;;;;;;
BO-47;;;;;;;
Bobcat-1;;;;;;;
BRICSAT2;;;;;;;
BRICSAT-P;;;;;;;
BRITE-AUSTRIA;;;;;;;
BRITE-PL;;;;;;;
BSUSat-;;;;;;;
BugSat-1;;;;;;;
BY70-1;;;;;;;
BY70-2;;;;;;;
BY70-3;;;;;;;
CADRE;;;;;;;
CANX-1;;;;;;;
CANX-2;;;;;;;
CANX-3A;;;;;;;
CANX-4;;;;;;;
CANX-5;;;;;;;
CAPE-1;;;;;;;
CAPE-2;;;;;;;
CAPE-3;;;;;;;
CAS-2T;;;;;;;
CAS-3G;;;;;;;
CAS-3H;;;;;;;
CAS-3I;;;;;;;
CAS-4A;;;;;;;
CAS-4B;;;;;;;
CAS-6;;;;;;;
Challenger;;;;;;;
ChargerSat-1;;;;;;;
Chasqui-1;;;;;;;
CHOMPTT;;;;;;;
ChubuSat-1;;;;;;;
ChubuSat-2;;;;;;;
ChubuSat-3;;;;;;;
Cliff;;;;;;;
CO-55;;;;;;;
CO-56;;;;;;;
CO-57;;;;;;;
